"Id","Company Name","Email","Phone","Street","City","State","Zip Code","DEA #","Account Classification", "Classification Type", "Active/Suspended", "Suspended Date", "Suspension Reason", "Account Status", "Approved","Registered On", "How did you hear about us?", "What do you hope to achieve by joining?", "Last Login"
"100954","","gnr.mca@gmail.com","1231231234","Test Stage Address","Test City","FL","32045","AB0000001","Pharmacy","Retail Pharmacy","active","0000-00-00","","new","1","Jan. 30, 2020 10:10:28","N/A","N/A","N/A"
"100955","","nagarjuna.golamaru@amzur.com","1231231234","Test Address","Test City","FL","32045","AB0000002","Pharmacy","Retail Pharmacy","active","0000-00-00","","new","1","Jan. 31, 2020 04:15:05","N/A","N/A","N/A"
"100956","","nagarjuna.reddy@trxadedev.com","1231231234","Test Address","Test City","FL","32045","AB0000005","Pharmacy","Retail Pharmacy","active","0000-00-00","","final","1","Jan. 31, 2020 11:25:26","N/A","N/A","N/A"
"100957","","gnr.mca@gmail.com","1231231234","Test3","Test","FL","32045","AD0000001","Pharmacy","Retail Pharmacy","active","0000-00-00","","ready","1","Feb. 02, 2020 02:22:28","N/A","N/A","N/A"
"100958","","gnr.mca@gmail.com","","","","","","AE0000001","Pharmacy","Retail Pharmacy","active","0000-00-00","","new","1","Feb. 04, 2020 03:06:09","N/A","N/A","N/A"
"100959","","gnr.mca@gmail.com","","","","","","AG1231231","Pharmacy","Other","active","0000-00-00","","new","1","Feb. 04, 2020 10:35:05","N/A","N/A","N/A"
"100960","","gnr.mca@gmail.com","","","","","","HI1231231","Pharmacy","Retail Pharmacy","active","0000-00-00","","new","1","Feb. 04, 2020 10:56:27","N/A","N/A","N/A"
"100961","","gnr.mca@gmail.com","","","","","","HI1234001","Pharmacy","Other","active","0000-00-00","","new","1","Feb. 04, 2020 10:57:34","N/A","N/A","N/A"
"100962","","sravanimudumba8@gmail.com","1234567876","HINTest123098Name Street","City","GA","34655","HINTEST123098","Pharmacy","Other","active","0000-00-00","","ready","1","Feb. 04, 2020 10:58:53","N/A","N/A","N/A"
"100963","","gnr.mca@gmail.com","1231231234","Test Stage Address","Test City","FL","32045","HIN000001","Pharmacy","Other","active","0000-00-00","","final","1","Feb. 05, 2020 08:32:09","N/A","N/A","N/A"
"100964","","gnr.mca@gmail.com","1231231234","Test Address009","Test City","AR","32045","SS1231231","Pharmacy","Other","active","0000-00-00","","new","1","Feb. 06, 2020 11:46:07","N/A","N/A","N/A"
"100965","","gnr.mca@gmail.com","1231231234","Test Stage Address 123","test","FL","32045","AA0001234","Pharmacy","Retail Pharmacy","active","0000-00-00","","new","1","Feb. 07, 2020 03:22:12","N/A","N/A","N/A"
"100966","","gnr.mca@gmail.com","1231231234","Test Stage Address","Test City","FL","32045","AA0001231","Pharmacy","Retail Pharmacy","active","0000-00-00","","new","1","Feb. 07, 2020 03:33:30","N/A","N/A","N/A"
"100967","","gnr.mca@gmail.com","1231231234","Test3","Test C","FL","32044","AA1111111","Pharmacy","Retail Pharmacy","active","0000-00-00","","new","1","Feb. 07, 2020 03:42:48","N/A","N/A","N/A"
"100968","","gnr.mca@gmail.com","1231231237","test test test","test city","GA","12506","AA1111110","Pharmacy","Retail Pharmacy","active","0000-00-00","","new","1","Feb. 07, 2020 03:59:58","N/A","N/A","N/A"
"100969","","gnr.mca@gmail.com","8745454547","Test Address","Test","LA","32014","AA1111112","Pharmacy","Retail Pharmacy","active","0000-00-00","","new","1","Feb. 07, 2020 04:17:41","N/A","N/A","N/A"
"100970","","gnr.mca@gmail.com","1231231234","Test Stage Address","Test City","CT","32045","AA1212121","Pharmacy","Other","active","0000-00-00","","new","1","Feb. 07, 2020 04:39:10","N/A","N/A","N/A"
"100971","","gnr.mca@gmail.com","1231201010","Test Stage Address","Test City","FL","32100","AA1112223","Pharmacy","Other","active","0000-00-00","","new","1","Feb. 07, 2020 04:53:44","N/A","N/A","N/A"
"100972","","gnr.mca@gmail.com","1234550000","Test Stage Address","Test Citylll","AK","43204","AA1112222","Pharmacy","Other","active","0000-00-00","","new","1","Feb. 07, 2020 04:58:46","N/A","N/A","N/A"
"100973","","gnr.mca@gmail.com","","","","","","AA0000005","Pharmacy","Other","active","0000-00-00","","new","1","Feb. 07, 2020 10:38:06","N/A","N/A","N/A"
"100974","","gnr.mca@gmail.com","","","","","","AA0000006","Pharmacy","Other","active","0000-00-00","","new","1","Feb. 07, 2020 10:49:05","N/A","N/A","N/A"
"100975","","gnr.mca@gmail.com","1231231234","test3","ytest city","FL","32045","AA0000007","Pharmacy","Other","active","0000-00-00","","new","1","Feb. 07, 2020 11:14:40","N/A","N/A","N/A"
"100976","","gnr.mca@gmail.com","","Test stre","city","","","AA0000008","Pharmacy","Other","active","0000-00-00","","new","1","Feb. 07, 2020 11:41:14","N/A","N/A","N/A"
"100977","","prasad.nunela@gmail.com","3216549871","Test Street","qwe","CT","23452","AA0000009","Pharmacy","Retail Pharmacy","active","0000-00-00","","new","1","Feb. 07, 2020 14:37:44","N/A","N/A","N/A"
"100978","","prasad.nunela@dev2.trxadedev.com","","","","","","AA0000010","Pharmacy","Other","active","0000-00-00","","new","1","Feb. 10, 2020 02:24:52","N/A","N/A","N/A"
"100979","","prasad.nunela@dev2.trxadedev.com","","","","","","AA0000011","Pharmacy","Retail Pharmacy","active","0000-00-00","","new","1","Feb. 10, 2020 03:32:41","N/A","N/A","N/A"
"100980","","gnr.mca@gmail.com","1231231235","Test Stage Address","Test City","FL","32045","AA0000123","Pharmacy","Retail Pharmacy","active","0000-00-00","","new","1","Feb. 10, 2020 03:44:20","N/A","N/A","N/A"
"100981","","gnr.mca@gmail.com","1231231234","Test Stage Address","Test City","CO","32045","AA0000124","Pharmacy","Other","active","0000-00-00","","new","1","Feb. 10, 2020 05:25:19","N/A","N/A","N/A"
"100982","","gnr.mca@gmail.com","1231231234","Test Stage Address","Test City","CO","32045","AA0000125","Pharmacy","Other","active","0000-00-00","","new","1","Feb. 10, 2020 05:37:11","N/A","N/A","N/A"
"100983","","gnr.mca@gmail.com","0123123123","Test Stage Address","Test City","CO","32045","AA0000127","Pharmacy","Other","active","0000-00-00","","new","1","Feb. 10, 2020 05:41:16","N/A","N/A","N/A"
"100984","","gnr.mca@gmail.com","1231231231","Test Stage Address","Test City","FL","12345","RR1234501","Pharmacy","Retail Pharmacy","active","0000-00-00","","final","1","Feb. 10, 2020 08:26:49","N/A","N/A","N/A"
"100985","","gnr.mca@gmail.com","","","","","","RR0000123","Pharmacy","Other","active","0000-00-00","","new","1","Feb. 10, 2020 10:24:05","N/A","N/A","N/A"
"100986","","gnr.mca@gmail.com","","","","","","AA1234025","Pharmacy","Retail Pharmacy","active","0000-00-00","","new","1","Feb. 11, 2020 07:47:30","N/A","N/A","N/A"
"100987","","gnr.mca@gmail.com","","","","","","AA1234028","Pharmacy","Retail Pharmacy","active","0000-00-00","","new","1","Feb. 11, 2020 07:55:18","N/A","N/A","N/A"
"100988","","gnr.mca@gmail.com","1231231235","Test Stage Address","Test City","IN","52043","AA1234031","Pharmacy","Retail Pharmacy","active","0000-00-00","","new","1","Feb. 11, 2020 09:12:54","N/A","N/A","N/A"
"100989","","gnr.mca@gmail.com","0123123123","Test Stage Address","Test City","ID","52043","CL0000001","Medical Facility","Home Health","active","0000-00-00","","final","1","Feb. 11, 2020 10:34:42","N/A","N/A","N/A"
"100990","","gnr.mca@gmail.com","","","","","","AX0000001","Pharmacy","Retail Pharmacy","active","0000-00-00","","new","1","Feb. 12, 2020 06:18:41","N/A","N/A","N/A"
"100991","","gnr.mca@gmail.com","0123123123","Test Stage Address","Test City","IN","52043","AZ0000123","Pharmacy","Retail Pharmacy","active","0000-00-00","","new","1","Feb. 12, 2020 06:39:22","N/A","N/A","N/A"
"100992","","gnr.mca@gmail.com","9985858580","12320 Lake Blvd Test trade stage  Test trade stage  Test trade stage  Test trade stage  Test trade s","TEST CITY","FL","32145","AS0000001","Pharmacy","Retail Pharmacy","active","0000-00-00","","new","1","Feb. 12, 2020 10:48:51","N/A","N/A","N/A"
"100993","","gnr.mca@gmail.com","","","","","","AC1231231","Pharmacy","Retail Pharmacy","active","0000-00-00","","new","1","Feb. 12, 2020 11:24:35","N/A","N/A","N/A"
"100994","","nagarjuna.reddy@trxadedev.com","9879874111","Test","Test tw","FL","32514","SA1231231","Pharmacy","Other","active","0000-00-00","","new","1","Feb. 14, 2020 07:04:00","N/A","N/A","N/A"
"100995","","nagarjuna.golamaru@amzur.com","","","","","","AD0000010","Wholesaler","Full Line Wholesaler","active","0000-00-00","","new","1","Feb. 17, 2020 09:24:20","N/A","N/A","N/A"
"100996","","gnr.mca@gmail.com","1231231234","SA Test Address","Florida","FL","34655","SA1234567","Pharmacy","Retail Pharmacy","active","0000-00-00","","final","1","Feb. 18, 2020 07:31:15","N/A","N/A","N/A"
"100997","","gnr.mca@gmail.com","0123123123","Test Stage Address","Test City","IN","52043","SA0000001","Pharmacy","Retail Pharmacy","active","0000-00-00","","final","1","Feb. 18, 2020 08:32:30","N/A","N/A","N/A"
"100998","","gnr.mca@gmail.com","1231231231","Test","Test","GA","32014","SA0000002","Pharmacy","Other","active","0000-00-00","","final","1","Feb. 19, 2020 04:45:14","N/A","N/A","N/A"
"100999","","gnr.mca@gmail.com","1231231231","Test3","Test City","FL","32014","SA0000003","Pharmacy","Other","active","0000-00-00","","final","1","Feb. 20, 2020 10:48:04","N/A","N/A","N/A"
"101000","","gnr.mca@gmail.com","1231231234","Test","Test","FL","32041","SR0000001","Pharmacy","Retail Pharmacy","active","0000-00-00","","final","1","Feb. 24, 2020 12:48:08","N/A","N/A","N/A"
"101001","","gnr.mca@gmail.com","1231231234","test","test","FL","32041","SR0000002","Pharmacy","Retail Pharmacy","active","0000-00-00","","new","1","Feb. 24, 2020 13:30:16","N/A","N/A","N/A"
"101002","","gnr.mca@gmail.com","1231231235","Test Stage Address","Test City","IN","52043","AA6316631","Pharmacy","Other","active","0000-00-00","","final","1","Feb. 25, 2020 09:52:15","N/A","N/A","N/A"
"101003","","gnr.mca@gmail.com","1231231231","Test Address","Test City","AL","32041","SZ6235623","Pharmacy","Retail Pharmacy","active","0000-00-00","","final","1","Feb. 26, 2020 06:36:09","N/A","N/A","N/A"
"101004","","gnr.mca@gmail.com","1231231231","Test Address","Test City","FL","32041","AC0000058","Pharmacy","Retail Pharmacy","active","0000-00-00","","final","1","Feb. 26, 2020 08:22:59","N/A","N/A","N/A"
"101005","","gnr.mca@gmail.com","1231231231","test address","Test City","FL","32041","TT0000001","Pharmacy","Retail Pharmacy","active","0000-00-00","","new","1","Feb. 26, 2020 11:24:12","N/A","N/A","N/A"
"101006","","sravanimudumba8@gmail.com","","","","","","YU09876567","Pharmacy","Retail Pharmacy","active","0000-00-00","","new","1","Feb. 26, 2020 13:33:51","N/A","N/A","N/A"
"101007","","sravanimudumba8@gmail.com","","","","","","UY12121212","Pharmacy","Retail Pharmacy","active","0000-00-00","","new","1","Feb. 26, 2020 13:44:56","N/A","N/A","N/A"
"101008","","itzkprasad@gmail.com","","","","","","UY9878987","Pharmacy","Retail Pharmacy","active","0000-00-00","","new","1","Feb. 26, 2020 13:45:44","N/A","N/A","N/A"
"101009","","itzprasadreddy@gmail.com","","","","","","KPR123456","Pharmacy","Retail Pharmacy","active","0000-00-00","","new","1","Feb. 26, 2020 13:46:18","N/A","N/A","N/A"
"101010","","sravanimudumba8@gmail.com","","","","","","IU1234567","Pharmacy","Retail Pharmacy","active","0000-00-00","","new","1","Feb. 26, 2020 14:39:40","N/A","N/A","N/A"
"101011","","gnr.mca@gmail.com","1231231231","Test Address","Test City","FL","32041","AB0000003","Pharmacy","Retail Pharmacy","active","0000-00-00","","ready","1","Mar. 02, 2020 05:58:17","N/A","N/A","N/A"
"101012","","gnr.mca@gmail.com","1231231231","Test Street","City","FL","32041","AB0000004","Pharmacy","Retail Pharmacy","active","0000-00-00","","new","1","Mar. 02, 2020 07:16:06","N/A","N/A","N/A"
"101013","","gnr.mca@gmail.com","","","","","","AB0000006","Pharmacy","Retail Pharmacy","active","0000-00-00","","new","1","Mar. 02, 2020 09:17:27","N/A","N/A","N/A"
"101014","","gnr.mca@gmail.com","1231231234","Test Street","City","FL","32410","AB0000007","Medical Facility","Home Health","active","0000-00-00","","final","1","Mar. 02, 2020 09:53:07","N/A","N/A","N/A"
"101015","","gnr.mca@gmail.com","","","","","","AB0000008","Pharmacy","Retail Pharmacy","active","0000-00-00","","new","1","Mar. 02, 2020 10:49:19","N/A","N/A","N/A"
"101016","","gnr.mca@gmail.com","","","","","","AB0000009","Pharmacy","Retail Pharmacy","active","0000-00-00","","new","1","Mar. 02, 2020 10:52:55","N/A","N/A","N/A"
"101017","","gnr.mca@gmail.com","1231231231","test","test","FL","32041","AB0000010","Pharmacy","Retail Pharmacy","active","0000-00-00","","new","1","Mar. 03, 2020 10:48:42","N/A","N/A","N/A"
"101018","","gnr.mca@gmail.com","1231231231","Test master","City","FL","32041","AD0000002","Pharmacy","Retail Pharmacy","active","0000-00-00","","final","1","Mar. 04, 2020 09:25:44","N/A","N/A","N/A"
"101019","","gnr.mca@gmail.com","1231231231","Test","Test","FL","32041","AD0000003","Pharmacy","Retail Pharmacy","active","0000-00-00","","final","1","Mar. 04, 2020 10:05:16","N/A","N/A","N/A"
"101020","Test Legal Name","gnr.mca@gmail.com","1231231231","Test Address","Test City","FL","32041","AD0000004","Pharmacy","Retail Pharmacy","active","0000-00-00","","final","1","Mar. 04, 2020 10:24:23","N/A","N/A","N/A"
"101021","","gnr.mca@gmail.com","1231231231","Test Street","City","FL","32041","AX0000002","Pharmacy","Retail Pharmacy","active","0000-00-00","","ready","1","Mar. 05, 2020 04:13:16","N/A","N/A","N/A"
"101022","Test Supplier data","nagarjuna.golamaru@amzur.com","1231231231","Test","City","FL","32041","XS0000002","Wholesaler","Full Line Wholesaler","active","0000-00-00","","final","1","Mar. 05, 2020 06:16:09","N/A","N/A","N/A"
"101023","","gnr.mca@gmail.com","1231231230","Test","Test","FL","32041","SA0000095","Pharmacy","Retail Pharmacy","active","0000-00-00","","new","1","Mar. 05, 2020 06:22:11","N/A","N/A","N/A"
"101024","","gnr.mca@gmail.com","","","","","","SA0123456","Pharmacy","Retail Pharmacy","active","0000-00-00","","new","1","Mar. 05, 2020 11:18:48","N/A","N/A","N/A"
"101025","","gnr.mca@gmail.com","1231231231","Geo Address","City","FL","32041","SS0123456","Pharmacy","Retail Pharmacy","active","0000-00-00","","new","1","Mar. 06, 2020 03:55:45","N/A","N/A","N/A"
"101026","","gnr.mca@gmail.com","","","","","","SS0123123","Pharmacy","Hospital","active","0000-00-00","","new","1","Mar. 06, 2020 04:31:29","N/A","N/A","N/A"
"101027","","gnr.mca@gmail.com","","","","","","SS0121212","Pharmacy","Retail Pharmacy","active","0000-00-00","","new","1","Mar. 06, 2020 04:44:16","N/A","N/A","N/A"
"101028","","gnr.mca@gmail.com","","","","","","SS0123122","Pharmacy","Hospital","active","0000-00-00","","new","1","Mar. 06, 2020 04:46:59","N/A","N/A","N/A"
"101029","","gnr.mca@gmail.com","","","","","","SS1231234","Pharmacy","Hospital","active","0000-00-00","","new","1","Mar. 06, 2020 04:50:44","N/A","N/A","N/A"
"101030","","gnr.mca@gmail.com","","","","","","SS1231235","Pharmacy","Hospital","active","0000-00-00","","new","1","Mar. 06, 2020 05:05:55","N/A","N/A","N/A"
"101031","","gnr.mca@gmail.com","1231231231","Test Storeinfo","City","FL","32041","PP1231231","Pharmacy","Retail Pharmacy","active","0000-00-00","","new","1","Mar. 06, 2020 05:38:49","N/A","N/A","N/A"
"101032","","gnr.mca@gmail.com","1231231233","Test Supplier","City","FL","32041","NN0000001","Wholesaler","Full Line Wholesaler","active","0000-00-00","","final","1","Mar. 06, 2020 08:57:32","N/A","N/A","N/A"
"101033","","gnr.mca@gmail.com","1231231230","test","test","IN","32041","NS0000001","Pharmacy","Hospital","active","0000-00-00","","new","1","Mar. 06, 2020 09:04:28","N/A","N/A","N/A"
"101034","","gnr.mca@gmail.com","","","","","","NN0000002","Pharmacy","Retail Pharmacy","active","0000-00-00","","new","1","Mar. 06, 2020 10:47:37","N/A","N/A","N/A"
"101035","","gnr.mca@gmail.com","","","","","","NN0000003","Pharmacy","Retail Pharmacy","active","0000-00-00","","new","1","Mar. 06, 2020 10:49:40","N/A","N/A","N/A"
"101036","","gnr.mca@gmail.com","","","","","","NN0000006","Pharmacy","Retail Pharmacy","active","0000-00-00","","new","1","Mar. 10, 2020 04:58:55","N/A","N/A","N/A"
"101037","","gnr.mca@gmail.com","1231231231","state street","Test","FL","32014","TT62646264","Pharmacy","Retail Pharmacy","active","0000-00-00","","new","1","Mar. 11, 2020 07:37:50","N/A","N/A","N/A"
"101038","","gnr.mca@gmail.com","1231231231","Legal Address","City","FL","32041","NN0000004","Pharmacy","Retail Pharmacy","active","0000-00-00","","new","1","Mar. 11, 2020 11:11:09","N/A","N/A","N/A"
"101039","","gnr.mca@gmail.com","1231231231","Legal Address","City","FL","32041","NN0000005","Pharmacy","Retail Pharmacy","active","0000-00-00","","new","1","Mar. 11, 2020 11:19:48","N/A","N/A","N/A"
"101040","","gnr.mca@gmail.com","1231231230","Legal Address","City","AL","32011","NN0000007","Pharmacy","Retail Pharmacy","active","0000-00-00","","new","1","Mar. 11, 2020 11:33:56","N/A","N/A","N/A"
"101041","","gnr.mca@gmail.com","1231231230","","","","","NN0000008","Pharmacy","Retail Pharmacy","active","0000-00-00","","new","1","Mar. 12, 2020 09:22:15","N/A","N/A","N/A"
"101042","","GNR.MCA@GMAIL.COM","9985852499","","","","","NN0000009","Pharmacy","Hospital","active","0000-00-00","","new","1","Mar. 12, 2020 09:52:32","N/A","N/A","N/A"
"101043","","gnr.mca@gmail.com","1231231230","","","","","NN0000010","Pharmacy","Retail Pharmacy","active","0000-00-00","","new","1","Mar. 12, 2020 10:01:18","N/A","N/A","N/A"
"101044","","GNR.MCA@GMAIL.COM","123-123-1230","","","","","NN0000011","Pharmacy","Retail Pharmacy","active","0000-00-00","","new","1","Mar. 12, 2020 10:11:50","N/A","N/A","N/A"
"101045","","gnr.mca@gmail.com","123-123-1239","","","","","NN0000012","Pharmacy","Retail Pharmacy","active","0000-00-00","","new","1","Mar. 13, 2020 13:53:22","N/A","N/A","N/A"
"101046","","gnr.mca@gmail.com","","Test","Test","","","AX1234560","Pharmacy","Retail Pharmacy","active","0000-00-00","","new","1","Mar. 17, 2020 09:58:24","N/A","N/A","N/A"
"101047","","gnr.mca@gmail.com","9912312312","Test Legal Address","Test City","FL","32014","NN0000013","Pharmacy","Retail Pharmacy","active","0000-00-00","","new","1","Mar. 23, 2020 07:07:32","N/A","N/A","N/A"
"101048","","gnr.mca@gmail.com","1231231230","test","Test","FL","32041","93FQRNVOO","Pharmacy","Retail Pharmacy","active","0000-00-00","","final","1","Mar. 24, 2020 06:11:51","N/A","N/A","N/A"
"101049","","gnr.mca@gmail.com","1231231231","NA Street","NA City","FL","32041","NA0000001","Pharmacy","Hospital","active","0000-00-00","","final","1","Mar. 27, 2020 04:33:58","N/A","N/A","N/A"
"101050","","gnr.mca@gmail.com","1231231232","","","","","NN0000123","Pharmacy","Other","active","0000-00-00","","new","1","Mar. 30, 2020 08:17:26","N/A","N/A","N/A"
"101051","","gnr.mca@gmail.com","1231231231","Test Address","Test City","FL","32041","SS1234560","Medical Facility","Hospital/Acute","active","0000-00-00","","final","1","Apr. 06, 2020 09:40:07","N/A","N/A","N/A"
"101052","","gnr.mca@gmail.com","1231231230","Test Street","Test City","FL","32041","PS1234560","Pharmacy","Retail Pharmacy","active","0000-00-00","","final","1","Apr. 09, 2020 08:37:46","N/A","N/A","N/A"
"101053","","gnr.mca@gmail.com","1231231230","Test Street","Test City","FL","32041","ZO1234567","Pharmacy","Retail Pharmacy","active","0000-00-00","","final","1","Apr. 28, 2020 10:27:51","N/A","N/A","N/A"
"101054","","gnr.mca@gmail.com","1231231230","","","","","ZO1234560","Pharmacy","Retail Pharmacy","active","0000-00-00","","new","1","Apr. 29, 2020 07:54:58","N/A","N/A","N/A"
"101055","","gnr.mca@gmail.com","1231231234","","","","","SZ0011224","Pharmacy","Retail Pharmacy","active","0000-00-00","","new","1","May. 07, 2020 05:53:55","N/A","N/A","N/A"
"101056","","gnr.mca@gmail.com","1231231239","","","","","SZ0011225","Pharmacy","Retail Pharmacy","active","0000-00-00","","new","1","May. 07, 2020 10:02:47","N/A","N/A","N/A"
"101057","","gnr.mca@gmail.com","1231231230","Test Legal address","test city","FL","32041","SS1000100","Pharmacy","Retail Pharmacy","active","0000-00-00","","ready","1","May. 29, 2020 04:24:02","N/A","N/A","N/A"
"101058","","gnr.mca@gmail.com","1231231230","Test","Test","FL","32041","SS1000101","Pharmacy","Other","active","0000-00-00","","ready","1","May. 29, 2020 05:31:10","N/A","N/A","N/A"
"101059","","gnr.mca@gmail.com","1231231232","test","test","FL","32041","SS1000102","Pharmacy","Retail Pharmacy","active","0000-00-00","","final","1","Jun. 01, 2020 06:58:19","N/A","N/A","N/A"
"101060","","gnr.mca@gmail.com","9876543210","test address","test city","FL","32511","SS1000103","Pharmacy","Chain","active","0000-00-00","","final","1","Jun. 03, 2020 03:24:22","N/A","N/A","N/A"
"101061","","gnr.mca@gmail.com","1231234560","test legal address","test city","FL","32041","SS1000104","Pharmacy","Retail Pharmacy","active","0000-00-00","","final","1","Jun. 03, 2020 10:12:09","N/A","N/A","N/A"
"101062","","itzprasadreddy@gmail.com","9866924928","F No:15, RK Nagar","Vizag","CO","58658","Z12345678","Pharmacy","Hospital","active","0000-00-00","","ready","1","Jun. 03, 2020 12:27:09","N/A","N/A","N/A"
"101063","","gnr.mca@gmail.com","9988855501","Legal Address","Test City","FL","32041","SS1000105","Pharmacy","Retail Pharmacy","active","0000-00-00","","new","1","Jun. 04, 2020 06:44:28","N/A","N/A","N/A"
"101064","","itzprasadreddy@gmail.com","9866924928","F No:15, RK Nagar","Vizag","CT","53004","P12345678","Pharmacy","Compounding","active","0000-00-00","","ready","1","Jun. 04, 2020 06:45:10","N/A","N/A","N/A"
"101065","","itzprasadreddy@gmail.com","9866924928","uth","orem","UT","45788","R12345678","Pharmacy","Mailorder","active","0000-00-00","","ready","1","Jun. 04, 2020 07:14:37","N/A","N/A","N/A"
"101066","","gnr.mca@gmail.com","9985555555","address","city","FL","32041","SS1000106","Pharmacy","Retail Pharmacy","active","0000-00-00","","new","1","Jun. 04, 2020 08:44:17","N/A","N/A","N/A"
"101067","","gnr.mca@gmail.com","1231231233","","","","","SS1000107","Pharmacy","Retail Pharmacy","active","0000-00-00","","new","1","Jun. 08, 2020 04:01:35","N/A","N/A","N/A"
"101068","","gnr.mca@gmail.com","1231231233","Test Legal Address","Test City","FL","32041","SS1000108","Pharmacy","Retail Pharmacy","active","0000-00-00","","new","1","Jun. 08, 2020 04:04:09","N/A","N/A","N/A"
"101069","","gnr.mca@gmail.com","9685473210","Address","City","FL","32041","SS1000109","Pharmacy","Hospital","active","0000-00-00","","new","1","Jun. 08, 2020 04:32:01","N/A","N/A","N/A"
"101070","","sravanimudumba8@gmail.com","270-678-9400","321 Matthews Mill Rd","Glasgow","KY","42141","RS0312188","Wholesaler","Full Line Wholesaler","active","0000-00-00","","final","1","Jun. 08, 2020 09:57:08","N/A","N/A","N/A"
"101071","","gnr.mca@gmail.com","1231231230","Address","City","FL","32041","SS1000110","Pharmacy","Retail Pharmacy","active","0000-00-00","","ready","1","Jun. 10, 2020 08:09:09","N/A","N/A","N/A"
"101072","","gnr.mca@gmail.com","1231231234","Test Legal AddressTest","Test City","FL","32041","GN1000100","Pharmacy","Retail Pharmacy","active","0000-00-00","","final","1","Jun. 13, 2020 10:34:22","N/A","N/A","N/A"
"101073","","nagarjuna.golamaru@amzur.com","1231231323","test","Test","FL","32014","SS1001000","Wholesaler","Full Line Wholesaler","active","0000-00-00","","final","1","Jun. 16, 2020 07:50:57","N/A","N/A","N/A"
"101074","","nagarjuna.golamaru@amzur.com","1231231231","Test Address","Test City","FL","32041","GN1000001","Wholesaler","Full Line Wholesaler","suspended","2020-06-18","; User suspended on 06/18/2020 - Reason: Testing purpose","final","1","Jun. 16, 2020 11:17:28","N/A","N/A","N/A"
"101075","","gnr.mca@gmail.com","123-123-1236","test Address","test city","FL","32041","GN1000002","Pharmacy","Retail Pharmacy","active","0000-00-00","","new","1","Jun. 17, 2020 11:29:27","N/A","N/A","N/A"
"101076","","gnr.mca@gmail.com","9879879870","","","","","GN1000005","Pharmacy","Retail Pharmacy","active","0000-00-00","","new","1","Jun. 22, 2020 07:29:29","N/A","N/A","N/A"
"101077","","nagarjuna.golamaru@amzur.com","1231231230","","","","","GN1000020","Wholesaler","Full Line Wholesaler","active","0000-00-00","","new","1","Jun. 24, 2020 07:18:06","N/A","N/A","N/A"
"101078","","gnr.mca@gmail.com","1231231230","test Address","city","FL","32041","GN1000021","Pharmacy","Retail Pharmacy","active","0000-00-00","","new","1","Jun. 24, 2020 07:27:02","N/A","N/A","N/A"
"101079","","prasad.nunela@dev2.trxadedev.com","9966600610","Test Legal Street","Test Legal City","TN","12345","TST1234567","Pharmacy","Retail Pharmacy","active","0000-00-00","","new","1","Jun. 24, 2020 07:40:17","N/A","N/A","N/A"
"101080","","nagarjuna.golamaru@amzur.com","9876546540","Test Address","Test City","FL","32041","GV1000001","Wholesaler","Full Line Wholesaler","suspended","2020-10-14","; User suspended on 10/14/2020 - Reason: Testing 6733","final","1","Jun. 24, 2020 08:50:03","N/A","N/A","N/A"
"101081","","gnr.mca@gmail.com","1234564512","","","","","GS10000001","Pharmacy","Retail Pharmacy","active","0000-00-00","","new","1","Jun. 24, 2020 09:04:15","N/A","N/A","N/A"
"101082","","gnr.mca@gmail.com","1231231231","test Address","Test City","FL","32041","GN1000010","Pharmacy","Retail Pharmacy","active","0000-00-00","","new","1","Jul. 07, 2020 11:42:47","N/A","N/A","N/A"
"101083","Test EDI832 business","jobs.sravani@gmail.com","1231231231","Test Address","Test City","FL","32041","PM0334443","Wholesaler","Full Line Wholesaler","active","0000-00-00","","final","1","Jul. 08, 2020 07:27:13","N/A","N/A","N/A"
"101084","","gnr.mca@gmail.com","9879876540","Test Address","Test City","FL","32041","GN1000011","Pharmacy","Retail Pharmacy","active","0000-00-00","","new","1","Jul. 09, 2020 04:39:07","N/A","N/A","N/A"
"101085","","gnr.mca@gmail.com","9000000000","Address","City","FL","32041","GN1000013","Pharmacy","Retail Pharmacy","active","0000-00-00","","new","1","Jul. 09, 2020 08:07:25","N/A","N/A","N/A"
"101086","","gnr.mca@gmail.com","9876543210","Test Legal Address","Test City","FL","32041","GN0000019","Pharmacy","Retail Pharmacy","active","0000-00-00","","new","1","Jul. 17, 2020 04:51:05","N/A","N/A","N/A"
"101087","Test Legal Wasatch Flash","nagarjuna.golamaru@amzur.com","9876543210","test Legal Address","Test City","FL","32041","GN0000020","Wholesaler","Full Line Wholesaler","active","0000-00-00","","final","1","Jul. 17, 2020 05:26:32","N/A","N/A","N/A"
"101088","","gnr.mca@gmail.com","9879876540","Test Address","Test City","FL","32040","GN0000021","Pharmacy","Retail Pharmacy","active","0000-00-00","","new","1","Jul. 22, 2020 10:43:16","N/A","N/A","N/A"
"101089","","itzprasadreddy@gmail.com","9866924928","F No:15, RK Nagar","Vizag","FL","53004","KPR12345628","Pharmacy","Retail Pharmacy","active","0000-00-00","","new","1","Jul. 22, 2020 11:54:16","N/A","N/A","N/A"
"101090","","gnr.mca@gmail.com","9876543210","Address","City","FL","32041","GN0000022","Pharmacy","Retail Pharmacy","suspended","2020-10-13","; User suspended on 10/13/2020 - Reason: For testing","final","1","Jul. 23, 2020 06:12:24","N/A","N/A","N/A"
